name,label
00121.png,angry
00122.png,surprised
00123.png,surprised
00124.png,neutral
00125.png,fearful
00126.png,surprised
00127.png,happy
00128.png,sad
00129.png,happy
00130.png,happy
00131.png,fearful
00132.png,angry
00133.png,sad
00134.png,angry
00135.png,happy
00136.png,sad
00137.png,surprised
00138.png,surprised
00139.png,fearful
00140.png,neutral
00141.png,neutral
00142.png,happy
00143.png,fearful
00144.png,surprised
00145.png,sad
00146.png,neutral
00147.png,sad
00148.png,happy
00149.png,sad
00150.png,angry
00151.png,happy
00152.png,surprised
00153.png,neutral
00154.png,neutral
00155.png,happy
00156.png,happy
00157.png,happy
00158.png,neutral
00159.png,neutral
00160.png,neutral
00161.png,angry
00162.png,happy
00163.png,sad
00164.png,surprised
00165.png,happy
00166.png,fearful
00167.png,fearful
00168.png,surprised
00169.png,neutral
00170.png,neutral
00171.png,neutral
00172.png,surprised
00173.png,happy
00174.png,happy
00175.png,neutral
00176.png,neutral
00177.png,angry
00178.png,neutral
00179.png,angry
00180.png,angry
00181.png,angry
00182.png,sad
00183.png,sad
00184.png,surprised
00185.png,fearful
00186.png,happy
00187.png,happy
00188.png,angry
00189.png,happy
00190.png,surprised
00191.png,neutral
00192.png,neutral
00193.png,neutral
00194.png,happy
00195.png,fearful
00196.png,angry
00197.png,fearful
00198.png,angry
00199.png,surprised
00200.png,angry
00201.png,fearful
00202.png,happy
00203.png,fearful
00204.png,angry
00205.png,surprised
00206.png,happy
00207.png,angry
00208.png,neutral
00209.png,angry
00210.png,happy
00211.png,happy
00212.png,surprised
00213.png,neutral
00214.png,angry
00215.png,angry
00216.png,angry
00217.png,happy
00218.png,sad
00219.png,happy
00220.png,sad
00221.png,sad
00222.png,fearful
00223.png,angry
00224.png,sad
00225.png,fearful
00226.png,happy
00227.png,angry
00228.png,fearful
00229.png,surprised
00230.png,sad
00231.png,sad
00232.png,sad
00233.png,happy
00234.png,happy
00235.png,happy
00236.png,sad
00237.png,angry
00238.png,sad
00239.png,neutral
00240.png,fearful
00241.png,happy
00242.png,disgusted
00243.png,angry
00244.png,sad
00245.png,sad
00246.png,sad
00247.png,happy
00248.png,neutral
00249.png,happy
00250.png,happy
00251.png,happy
00252.png,sad
00253.png,sad
00254.png,neutral
00255.png,surprised
00256.png,sad
00257.png,neutral
00258.png,angry
00259.png,disgusted
00260.png,surprised
00261.png,happy
00262.png,surprised
00263.png,surprised
00264.png,surprised
00265.png,angry
00266.png,sad
00267.png,sad
00268.png,sad
00269.png,sad
00270.png,happy
00271.png,angry
00272.png,happy
00273.png,angry
00274.png,angry
00275.png,surprised
00276.png,neutral
00277.png,fearful
00278.png,surprised
00279.png,sad
00280.png,happy
00281.png,sad
00282.png,happy
00283.png,happy
00284.png,neutral
00285.png,surprised
00286.png,happy
00287.png,neutral
00288.png,surprised
00289.png,surprised
00290.png,angry
00291.png,sad
00292.png,disgusted
00293.png,happy
00294.png,neutral
00295.png,happy
00296.png,angry
00297.png,happy
00298.png,happy
00299.png,angry
00300.png,happy
00301.png,happy
00302.png,neutral
00303.png,sad
00304.png,neutral
00305.png,angry
00306.png,sad
00307.png,neutral
00308.png,sad
00309.png,angry
00310.png,neutral
00311.png,surprised
00312.png,sad
00313.png,fearful
00314.png,sad
00315.png,fearful
00316.png,angry
00317.png,happy
00318.png,angry
00319.png,angry
00320.png,happy
00321.png,fearful
00322.png,sad
00323.png,happy
00324.png,angry
00325.png,fearful
00326.png,neutral
00327.png,happy
00328.png,fearful
00329.png,sad
00330.png,angry
00331.png,happy
00332.png,neutral
00333.png,fearful
00334.png,happy
00335.png,sad
00336.png,neutral
00337.png,happy
00338.png,angry
00339.png,surprised
00340.png,angry
00341.png,sad
00342.png,surprised
00343.png,sad
00344.png,angry
00345.png,fearful
00346.png,neutral
00347.png,surprised
00348.png,happy
00349.png,sad
00350.png,neutral
00351.png,fearful
00352.png,fearful
00353.png,happy
00354.png,fearful
00355.png,sad
00356.png,angry
00357.png,angry
00358.png,surprised
00359.png,sad
00360.png,happy
00361.png,neutral
00362.png,neutral
00363.png,angry
00364.png,fearful
00365.png,sad
00366.png,surprised
00367.png,fearful
00368.png,happy
00369.png,sad
00370.png,surprised
00371.png,fearful
00372.png,disgusted
00373.png,fearful
00374.png,happy
00375.png,surprised
00376.png,fearful
00377.png,sad
00378.png,happy
00379.png,happy
00380.png,sad
00381.png,surprised
00382.png,angry
00383.png,neutral
00384.png,sad
00385.png,sad
00386.png,neutral
00387.png,angry
00388.png,sad
00389.png,angry
00390.png,happy
00391.png,sad
00392.png,neutral
00393.png,happy
00394.png,surprised
00395.png,fearful
00396.png,surprised
00397.png,neutral
00398.png,surprised
00399.png,fearful
00400.png,sad
00401.png,surprised
00402.png,fearful
00403.png,happy
00404.png,neutral
00405.png,fearful
00406.png,happy
00407.png,neutral
00408.png,surprised
00409.png,happy
00410.png,angry
00411.png,angry
00412.png,happy
00413.png,happy
00414.png,fearful
00415.png,angry
00416.png,happy
00417.png,sad
00418.png,happy
00419.png,sad
00420.png,neutral
00421.png,happy
00422.png,neutral
00423.png,fearful
00424.png,fearful
00425.png,sad
00426.png,neutral
00427.png,neutral
00428.png,neutral
00429.png,fearful
00430.png,happy
00431.png,happy
00432.png,neutral
00433.png,fearful
00434.png,neutral
00435.png,sad
00436.png,surprised
00437.png,happy
00438.png,surprised
00439.png,surprised
00440.png,surprised
00441.png,sad
00442.png,happy
00443.png,sad
00444.png,fearful
00445.png,happy
00446.png,angry
00447.png,neutral
00448.png,happy
00449.png,sad
00450.png,fearful
00451.png,surprised
00452.png,neutral
00453.png,happy
00454.png,sad
00455.png,angry
00456.png,neutral
00457.png,surprised
00458.png,fearful
00459.png,sad
00460.png,fearful
00461.png,happy
00462.png,neutral
00463.png,angry
00464.png,sad
00465.png,sad
00466.png,neutral
00467.png,neutral
00468.png,angry
00469.png,angry
00470.png,sad
00471.png,angry
00472.png,neutral
00473.png,angry
00474.png,angry
00475.png,angry
00476.png,angry
00477.png,neutral
00478.png,sad
00479.png,happy
00480.png,neutral
00481.png,happy
00482.png,happy
00483.png,fearful
00484.png,happy
00485.png,angry
00486.png,angry
00487.png,angry
00488.png,neutral
00489.png,sad
00490.png,neutral
00491.png,happy
00492.png,happy
00493.png,happy
00494.png,happy
00495.png,surprised
00496.png,surprised
00497.png,neutral
00498.png,happy
00499.png,sad
00500.png,neutral
00501.png,happy
00502.png,fearful
00503.png,sad
00504.png,sad
00505.png,disgusted
00506.png,happy
00507.png,fearful
00508.png,sad
00509.png,angry
00510.png,fearful
00511.png,sad
00512.png,fearful
00513.png,angry
00514.png,sad
00515.png,sad
00516.png,neutral
00517.png,happy
00518.png,happy
00519.png,fearful
00520.png,angry
00521.png,sad
00522.png,angry
00523.png,angry
00524.png,neutral
00525.png,happy
00526.png,happy
00527.png,happy
00528.png,angry
00529.png,sad
00530.png,surprised
00531.png,surprised
00532.png,sad
00533.png,angry
00534.png,happy
00535.png,neutral
00536.png,angry
00537.png,happy
00538.png,surprised
00539.png,happy
00540.png,neutral
00541.png,happy
00542.png,neutral
00543.png,fearful
00544.png,angry
00545.png,angry
00546.png,sad
00547.png,happy
00548.png,happy
00549.png,happy
00550.png,neutral
00551.png,happy
00552.png,angry
00553.png,surprised
00554.png,neutral
00555.png,surprised
00556.png,angry
00557.png,fearful
00558.png,angry
00559.png,fearful
00560.png,happy
00561.png,fearful
00562.png,angry
00563.png,surprised
00564.png,sad
00565.png,surprised
00566.png,angry
00567.png,fearful
00568.png,sad
00569.png,sad
00570.png,happy
00571.png,neutral
00572.png,sad
00573.png,sad
00574.png,neutral
00575.png,happy
00576.png,fearful
00577.png,fearful
00578.png,happy
00579.png,happy
00580.png,sad
00581.png,happy
00582.png,happy
00583.png,neutral
00584.png,surprised
00585.png,neutral
00586.png,sad
00587.png,happy
00588.png,sad
00589.png,neutral
00590.png,happy
00591.png,sad
00592.png,fearful
00593.png,neutral
00594.png,fearful
00595.png,angry
00596.png,sad
00597.png,surprised
00598.png,sad
00599.png,fearful
00600.png,happy
00601.png,surprised
00602.png,neutral
00603.png,neutral
00604.png,surprised
00605.png,angry
00606.png,fearful
00607.png,surprised
00608.png,fearful
00609.png,happy
00610.png,happy
00611.png,neutral
00612.png,angry
00613.png,fearful
00614.png,neutral
00615.png,angry
00616.png,neutral
00617.png,sad
00618.png,neutral
00619.png,happy
00620.png,happy
00621.png,fearful
00622.png,angry
00623.png,angry
00624.png,sad
00625.png,surprised
00626.png,sad
00627.png,happy
00628.png,fearful
00629.png,angry
00630.png,fearful
00631.png,sad
00632.png,neutral
00633.png,sad
00634.png,neutral
00635.png,happy
00636.png,sad
00637.png,sad
00638.png,happy
00639.png,angry
00640.png,happy
00641.png,fearful
00642.png,surprised
00643.png,angry
00644.png,neutral
00645.png,angry
00646.png,sad
00647.png,fearful
00648.png,sad
00649.png,happy
00650.png,neutral
00651.png,angry
00652.png,happy
00653.png,surprised
00654.png,happy
00655.png,sad
00656.png,happy
00657.png,happy
00658.png,angry
00659.png,happy
00660.png,angry
00661.png,sad
00662.png,happy
00663.png,neutral
00664.png,angry
00665.png,sad
00666.png,happy
00667.png,fearful
00668.png,surprised
00669.png,happy
00670.png,surprised
00671.png,happy
00672.png,angry
00673.png,happy
00674.png,happy
00675.png,happy
00676.png,angry
00677.png,fearful
00678.png,happy
00679.png,happy
00680.png,happy
00681.png,happy
00682.png,fearful
00683.png,disgusted
00684.png,happy
00685.png,angry
00686.png,sad
00687.png,fearful
00688.png,happy
00689.png,fearful
00690.png,happy
00691.png,sad
00692.png,neutral
00693.png,angry
00694.png,fearful
00695.png,fearful
00696.png,fearful
00697.png,surprised
00698.png,sad
00699.png,happy
00700.png,sad
00701.png,fearful
00702.png,happy
00703.png,happy
00704.png,happy
00705.png,happy
00706.png,surprised
00707.png,surprised
00708.png,angry
00709.png,fearful
00710.png,happy
00711.png,angry
00712.png,neutral
00713.png,neutral
00714.png,surprised
00715.png,surprised
00716.png,angry
00717.png,neutral
00718.png,surprised
00719.png,happy
00720.png,happy
00721.png,sad
00722.png,fearful
00723.png,angry
00724.png,sad
00725.png,happy
00726.png,neutral
00727.png,sad
00728.png,angry
00729.png,surprised
00730.png,sad
00731.png,fearful
00732.png,fearful
00733.png,sad
00734.png,fearful
00735.png,sad
00736.png,happy
00737.png,surprised
00738.png,angry
00739.png,angry
00740.png,happy
00741.png,happy
00742.png,sad
00743.png,happy
00744.png,angry
00745.png,neutral
00746.png,happy
00747.png,happy
00748.png,sad
00749.png,happy
00750.png,angry
00751.png,surprised
00752.png,fearful
00753.png,surprised
00754.png,neutral
00755.png,angry
00756.png,neutral
00757.png,happy
00758.png,surprised
00759.png,happy
00760.png,angry
00761.png,angry
00762.png,fearful
00763.png,happy
00764.png,angry
00765.png,angry
00766.png,neutral
00767.png,surprised
00768.png,surprised
00769.png,surprised
00770.png,angry
00771.png,happy
00772.png,angry
00773.png,surprised
00774.png,neutral
00775.png,surprised
00776.png,sad
00777.png,surprised
00778.png,happy
00779.png,surprised
00780.png,surprised
00781.png,angry
00782.png,fearful
00783.png,surprised
00784.png,neutral
00785.png,happy
00786.png,sad
00787.png,angry
00788.png,surprised
00789.png,sad
00790.png,angry
00791.png,sad
00792.png,fearful
00793.png,happy
00794.png,happy
00795.png,sad
00796.png,angry
00797.png,sad
00798.png,happy
00799.png,happy
00800.png,surprised
00801.png,happy
00802.png,neutral
00803.png,neutral
00804.png,happy
00805.png,happy
00806.png,fearful
00807.png,happy
00808.png,sad
00809.png,neutral
00810.png,surprised
00811.png,angry
00812.png,happy
00813.png,angry
00814.png,neutral
00815.png,neutral
00816.png,fearful
00817.png,sad
00818.png,happy
00819.png,neutral
00820.png,happy
00821.png,fearful
00822.png,surprised
00823.png,sad
00824.png,happy
00825.png,neutral
00826.png,sad
00827.png,sad
00828.png,happy
00829.png,fearful
00830.png,fearful
00831.png,surprised
00832.png,surprised
00833.png,angry
00834.png,surprised
00835.png,angry
00836.png,disgusted
00837.png,angry
00838.png,sad
00839.png,sad
00840.png,happy
00841.png,happy
00842.png,happy
00843.png,neutral
00844.png,neutral
00845.png,happy
00846.png,neutral
00847.png,fearful
00848.png,sad
00849.png,neutral
00850.png,happy
00851.png,sad
00852.png,angry
00853.png,neutral
00854.png,sad
00855.png,angry
00856.png,disgusted
00857.png,happy
00858.png,happy
00859.png,angry
00860.png,neutral
00861.png,neutral
00862.png,happy
00863.png,angry
00864.png,happy
00865.png,fearful
00866.png,happy
00867.png,angry
00868.png,neutral
00869.png,neutral
00870.png,happy
00871.png,angry
00872.png,angry
00873.png,fearful
00874.png,angry
00875.png,sad
00876.png,angry
00877.png,sad
00878.png,sad
00879.png,happy
00880.png,neutral
00881.png,surprised
00882.png,sad
00883.png,neutral
00884.png,angry
00885.png,neutral
00886.png,happy
00887.png,angry
00888.png,happy
00889.png,surprised
00890.png,happy
00891.png,fearful
00892.png,happy
00893.png,sad
00894.png,neutral
00895.png,happy
00896.png,neutral
00897.png,fearful
00898.png,neutral
00899.png,angry
00900.png,angry
00901.png,neutral
00902.png,neutral
00903.png,neutral
00904.png,fearful
00905.png,fearful
00906.png,happy
00907.png,sad
00908.png,fearful
00909.png,neutral
00910.png,angry
00911.png,angry
00912.png,neutral
00913.png,sad
00914.png,happy
00915.png,happy
00916.png,neutral
00917.png,sad
00918.png,happy
00919.png,neutral
00920.png,surprised
00921.png,angry
00922.png,fearful
00923.png,angry
00924.png,neutral
00925.png,angry
00926.png,happy
00927.png,happy
00928.png,surprised
00929.png,neutral
00930.png,happy
00931.png,neutral
00932.png,sad
00933.png,neutral
00934.png,sad
00935.png,happy
00936.png,surprised
00937.png,happy
00938.png,sad
00939.png,fearful
00940.png,angry
00941.png,fearful
00942.png,happy
00943.png,happy
00944.png,sad
00945.png,happy
00946.png,surprised
00947.png,neutral
00948.png,fearful
00949.png,happy
00950.png,angry
00951.png,happy
00952.png,angry
00953.png,fearful
00954.png,sad
00955.png,fearful
00956.png,happy
00957.png,happy
00958.png,sad
00959.png,sad
00960.png,fearful
00961.png,sad
00962.png,sad
00963.png,fearful
00964.png,fearful
00965.png,neutral
00966.png,sad
00967.png,happy
00968.png,sad
00969.png,neutral
00970.png,sad
00971.png,happy
00972.png,angry
00973.png,neutral
00974.png,sad
00975.png,angry
00976.png,fearful
00977.png,angry
00978.png,angry
00979.png,sad
00980.png,happy
00981.png,happy
00982.png,fearful
00983.png,angry
00984.png,angry
00985.png,neutral
00986.png,happy
00987.png,surprised
00988.png,happy
00989.png,fearful
00990.png,angry
00991.png,sad
00992.png,sad
00993.png,fearful
00994.png,neutral
00995.png,surprised
00996.png,happy
00997.png,fearful
00998.png,neutral
00999.png,fearful
01000.png,happy
01001.png,surprised
01002.png,sad
01003.png,surprised
01004.png,happy
01005.png,sad
01006.png,sad
01007.png,fearful
01008.png,neutral
01009.png,sad
01010.png,fearful
01011.png,happy
01012.png,neutral
01013.png,sad
01014.png,surprised
01015.png,fearful
01016.png,sad
01017.png,happy
01018.png,happy
01019.png,happy
01020.png,neutral
01021.png,fearful
01022.png,sad
01023.png,sad
01024.png,fearful
01025.png,happy
01026.png,surprised
01027.png,fearful
01028.png,happy
01029.png,angry
01030.png,surprised
01031.png,neutral
01032.png,sad
01033.png,happy
01034.png,surprised
01035.png,surprised
01036.png,fearful
01037.png,sad
01038.png,happy
01039.png,happy
01040.png,sad
01041.png,happy
01042.png,fearful
01043.png,fearful
01044.png,surprised
01045.png,sad
01046.png,sad
01047.png,happy
01048.png,angry
01049.png,happy
01050.png,happy
01051.png,neutral
01052.png,angry
01053.png,surprised
01054.png,neutral
01055.png,surprised
01056.png,happy
01057.png,angry
01058.png,surprised
01059.png,fearful
01060.png,neutral
01061.png,fearful
01062.png,happy
01063.png,sad
01064.png,happy
01065.png,angry
01066.png,happy
01067.png,sad
01068.png,happy
01069.png,neutral
01070.png,happy
01071.png,fearful
01072.png,happy
01073.png,happy
01074.png,angry
01075.png,surprised
01076.png,happy
01077.png,angry
01078.png,sad
01079.png,angry
01080.png,angry
01081.png,sad
01082.png,happy
01083.png,disgusted
01084.png,fearful
01085.png,angry
01086.png,angry
01087.png,happy
01088.png,sad
01089.png,angry
01090.png,sad
01091.png,neutral
01092.png,angry
01093.png,angry
01094.png,happy
01095.png,happy
01096.png,neutral
01097.png,angry
01098.png,fearful
01099.png,surprised
01100.png,sad
01101.png,neutral
01102.png,fearful
01103.png,surprised
01104.png,disgusted
01105.png,neutral
01106.png,surprised
01107.png,sad
01108.png,sad
01109.png,neutral
01110.png,surprised
01111.png,happy
01112.png,happy
01113.png,sad
01114.png,angry
01115.png,happy
01116.png,angry
01117.png,fearful
01118.png,happy
01119.png,happy
01120.png,surprised
01121.png,fearful
01122.png,sad
01123.png,happy
01124.png,neutral
01125.png,neutral
01126.png,sad
01127.png,sad
01128.png,angry
01129.png,happy
01130.png,angry
01131.png,angry
01132.png,sad
01133.png,angry
01134.png,disgusted
01135.png,sad
01136.png,happy
01137.png,sad
01138.png,fearful
01139.png,surprised
01140.png,sad
01141.png,sad
01142.png,happy
01143.png,happy
01144.png,angry
01145.png,happy
01146.png,happy
01147.png,sad
01148.png,surprised
01149.png,sad
01150.png,happy
01151.png,happy
01152.png,sad
01153.png,neutral
01154.png,neutral
01155.png,happy
01156.png,sad
01157.png,sad
01158.png,happy
01159.png,fearful
01160.png,angry
01161.png,fearful
01162.png,surprised
01163.png,angry
01164.png,surprised
01165.png,fearful
01166.png,fearful
01167.png,angry
01168.png,surprised
01169.png,surprised
01170.png,neutral
01171.png,fearful
01172.png,neutral
01173.png,happy
01174.png,neutral
01175.png,sad
01176.png,fearful
01177.png,sad
01178.png,fearful
01179.png,happy
01180.png,happy
01181.png,neutral
01182.png,surprised
01183.png,neutral
01184.png,fearful
01185.png,happy
01186.png,sad
01187.png,sad
01188.png,fearful
01189.png,angry
01190.png,angry
01191.png,happy
01192.png,happy
01193.png,neutral
01194.png,sad
01195.png,sad
01196.png,happy
01197.png,fearful
01198.png,neutral
01199.png,neutral
01200.png,happy
01201.png,angry
01202.png,happy
01203.png,happy
01204.png,surprised
01205.png,sad
01206.png,sad
01207.png,neutral
01208.png,fearful
01209.png,fearful
01210.png,happy
01211.png,happy
01212.png,sad
01213.png,neutral
01214.png,angry
01215.png,neutral
01216.png,sad
01217.png,neutral
01218.png,sad
01219.png,happy
01220.png,fearful
01221.png,happy
01222.png,neutral
01223.png,happy
01224.png,happy
01225.png,surprised
01226.png,happy
01227.png,happy
01228.png,neutral
01229.png,fearful
01230.png,neutral
01231.png,angry
01232.png,fearful
01233.png,happy
01234.png,sad
01235.png,happy
01236.png,angry
01237.png,happy
01238.png,happy
01239.png,neutral
01240.png,fearful
01241.png,fearful
01242.png,neutral
01243.png,sad
01244.png,sad
01245.png,sad
01246.png,surprised
01247.png,neutral
01248.png,neutral
01249.png,neutral
01250.png,fearful
01251.png,happy
01252.png,sad
01253.png,angry
01254.png,angry
01255.png,angry
01256.png,sad
01257.png,happy
01258.png,sad
01259.png,neutral
01260.png,neutral
01261.png,surprised
01262.png,fearful
01263.png,angry
01264.png,neutral
01265.png,neutral
01266.png,happy
01267.png,happy
01268.png,angry
01269.png,sad
01270.png,neutral
01271.png,happy
01272.png,happy
01273.png,sad
01274.png,angry
01275.png,fearful
01276.png,happy
01277.png,sad
01278.png,fearful
01279.png,fearful
01280.png,neutral
01281.png,neutral
01282.png,disgusted
01283.png,neutral
01284.png,angry
01285.png,angry
01286.png,happy
01287.png,neutral
01288.png,sad
01289.png,surprised
01290.png,happy
01291.png,neutral
01292.png,neutral
01293.png,happy
01294.png,happy
01295.png,happy
01296.png,angry
01297.png,angry
01298.png,happy
01299.png,fearful
01300.png,happy
01301.png,neutral
01302.png,happy
01303.png,neutral
01304.png,happy
01305.png,sad
01306.png,sad
01307.png,angry
01308.png,neutral
01309.png,sad
01310.png,fearful
01311.png,fearful
01312.png,fearful
01313.png,fearful
01314.png,neutral
01315.png,angry
01316.png,sad
01317.png,angry
01318.png,neutral
01319.png,happy
01320.png,happy
01321.png,sad
01322.png,fearful
01323.png,happy
01324.png,fearful
01325.png,neutral
01326.png,fearful
01327.png,surprised
01328.png,neutral
01329.png,neutral
01330.png,angry
01331.png,sad
01332.png,happy
01333.png,angry
01334.png,happy
01335.png,angry
01336.png,angry
01337.png,happy
01338.png,neutral
01339.png,fearful
01340.png,surprised
01341.png,angry
01342.png,fearful
01343.png,neutral
01344.png,fearful
01345.png,neutral
01346.png,fearful
01347.png,sad
01348.png,neutral
01349.png,happy
01350.png,sad
01351.png,neutral
01352.png,angry
01353.png,sad
01354.png,happy
01355.png,neutral
01356.png,surprised
01357.png,neutral
01358.png,sad
01359.png,surprised
01360.png,sad
01361.png,angry
01362.png,happy
01363.png,fearful
01364.png,happy
01365.png,surprised
01366.png,neutral
01367.png,fearful
01368.png,happy
01369.png,sad
01370.png,neutral
01371.png,happy
01372.png,angry
01373.png,sad
01374.png,happy
01375.png,happy
01376.png,angry
01377.png,fearful
01378.png,surprised
01379.png,happy
01380.png,surprised
01381.png,neutral
01382.png,sad
01383.png,happy
01384.png,angry
01385.png,neutral
01386.png,happy
01387.png,surprised
01388.png,neutral
01389.png,sad
01390.png,fearful
01391.png,angry
01392.png,happy
01393.png,neutral
01394.png,happy
01395.png,angry
01396.png,happy
01397.png,fearful
01398.png,happy
01399.png,happy
01400.png,surprised
01401.png,sad
01402.png,neutral
01403.png,fearful
01404.png,fearful
01405.png,fearful
01406.png,angry
01407.png,disgusted
01408.png,sad
01409.png,happy
01410.png,fearful
01411.png,fearful
01412.png,surprised
01413.png,happy
01414.png,angry
01415.png,angry
01416.png,angry
01417.png,sad
01418.png,fearful
01419.png,fearful
01420.png,sad
01421.png,sad
01422.png,sad
01423.png,fearful
01424.png,angry
01425.png,surprised
01426.png,angry
01427.png,angry
01428.png,neutral
01429.png,fearful
01430.png,sad
01431.png,neutral
01432.png,angry
01433.png,happy
01434.png,happy
01435.png,angry
01436.png,happy
01437.png,angry
01438.png,happy
01439.png,happy
01440.png,happy
01441.png,happy
01442.png,neutral
01443.png,angry
01444.png,angry
01445.png,sad
01446.png,neutral
01447.png,surprised
01448.png,angry
01449.png,surprised
01450.png,happy
01451.png,sad
01452.png,happy
01453.png,sad
01454.png,sad
01455.png,surprised
01456.png,surprised
01457.png,neutral
01458.png,neutral
01459.png,angry
01460.png,happy
01461.png,happy
01462.png,angry
01463.png,neutral
01464.png,happy
01465.png,surprised
01466.png,neutral
01467.png,surprised
01468.png,happy
01469.png,happy
01470.png,fearful
01471.png,sad
01472.png,neutral
01473.png,neutral
01474.png,surprised
01475.png,neutral
01476.png,angry
01477.png,neutral
01478.png,happy
01479.png,angry
01480.png,fearful
01481.png,fearful
01482.png,fearful
01483.png,surprised
01484.png,happy
01485.png,neutral
01486.png,sad
01487.png,neutral
01488.png,angry
01489.png,happy
01490.png,surprised
01491.png,sad
01492.png,sad
01493.png,fearful
01494.png,happy
01495.png,happy
01496.png,sad
01497.png,fearful
01498.png,surprised
01499.png,sad
01500.png,fearful
01501.png,sad
01502.png,sad
01503.png,fearful
01504.png,sad
01505.png,angry
01506.png,happy
01507.png,happy
01508.png,sad
01509.png,happy
01510.png,happy
01511.png,neutral
01512.png,angry
01513.png,angry
01514.png,neutral
01515.png,surprised
01516.png,fearful
01517.png,fearful
01518.png,angry
01519.png,happy
01520.png,angry
01521.png,sad
01522.png,angry
01523.png,sad
01524.png,happy
01525.png,fearful
01526.png,neutral
01527.png,sad
01528.png,neutral
01529.png,happy
01530.png,neutral
01531.png,angry
01532.png,surprised
01533.png,surprised
01534.png,happy
01535.png,sad
01536.png,happy
01537.png,sad
01538.png,happy
01539.png,surprised
01540.png,sad
01541.png,fearful
01542.png,surprised
01543.png,angry
01544.png,sad
01545.png,sad
01546.png,angry
01547.png,angry
01548.png,angry
01549.png,happy
01550.png,happy
01551.png,angry
01552.png,sad
01553.png,happy
01554.png,fearful
01555.png,surprised
01556.png,angry
01557.png,sad
01558.png,fearful
01559.png,fearful
01560.png,angry
01561.png,sad
01562.png,angry
01563.png,sad
01564.png,neutral
01565.png,disgusted
01566.png,angry
01567.png,neutral
01568.png,surprised
01569.png,neutral
01570.png,sad
01571.png,angry
01572.png,happy
01573.png,neutral
01574.png,sad
01575.png,happy
01576.png,happy
01577.png,happy
01578.png,surprised
01579.png,surprised
01580.png,happy
01581.png,happy
01582.png,sad
01583.png,angry
01584.png,happy
01585.png,angry
01586.png,surprised
01587.png,surprised
01588.png,fearful
01589.png,sad
01590.png,happy
01591.png,sad
01592.png,happy
01593.png,neutral
01594.png,neutral
01595.png,neutral
01596.png,angry
01597.png,sad
01598.png,disgusted
01599.png,sad
01600.png,sad
01601.png,neutral
01602.png,angry
01603.png,sad
01604.png,sad
01605.png,happy
01606.png,sad
01607.png,sad
01608.png,fearful
01609.png,angry
01610.png,angry
01611.png,sad
01612.png,sad
01613.png,sad
01614.png,fearful
01615.png,surprised
01616.png,happy
01617.png,angry
01618.png,angry
01619.png,happy
01620.png,angry
01621.png,angry
01622.png,fearful
01623.png,neutral
01624.png,angry
01625.png,angry
01626.png,fearful
01627.png,sad
01628.png,sad
01629.png,sad
01630.png,neutral
01631.png,surprised
01632.png,fearful
01633.png,fearful
01634.png,neutral
01635.png,angry
01636.png,angry
01637.png,happy
01638.png,sad
01639.png,fearful
01640.png,surprised
01641.png,neutral
01642.png,happy
01643.png,happy
01644.png,fearful
01645.png,sad
01646.png,fearful
01647.png,sad
01648.png,neutral
01649.png,happy
01650.png,neutral
01651.png,surprised
01652.png,surprised
01653.png,sad
01654.png,surprised
01655.png,neutral
01656.png,surprised
01657.png,happy
01658.png,fearful
01659.png,angry
01660.png,fearful
01661.png,angry
